## This file was created at AspGD on Thu Sep 24 08:59:44 PDT 2009
Afu5g11810	ASPL0000062573	nudA
Afu1g02810	ASPL0000062209	AN0298
Afu1g13600	ASPL0000057453	AN0699
Afu3g02190	ASPL0000037449	AN3335
Afu1g17150	ASPL0000071265	AN8596
Afu2g12910	ASPL0000007122	AN6264
Afu4g07800	ASPL0000015099	AN3867
Afu8g01930	ASPL0000048963	AN8945
Afu3g10750	ASPL0000077851	AN4914
Afu1g11590	ASPL0000061936	AN1137
Afu3g11480	ASPL0000034998	AN2896
Afu1g11940	ASPL0000052330	AN1095
Afu3g14060	ASPL0000042410	AN2497
Afu1g12400	ASPL0000058391	AN1054
Afu2g00770	ASPL0000065298	AN10988
Afu3g09250	ASPL0000034600	AN3053
Afu6g08040	ASPL0000013776	AN3953
Afu1g09750	ASPL0000010584	AN10499
Afu4g04200	ASPL0000065989	AN7034
Afu7g06320	ASPL0000060703	AN9516
Afu4g10310	ASPL0000047134	AN10250
Afu4g12280	ASPL0000012621	AN10451
Afu4g07010	ASPL0000076625	AN4425
Afu6g02190	ASPL0000080229	AN8685
Afu3g06490	ASPL0000077917	AN10591
Afu3g11030	ASPL0000077565	AN4891
Afu3g06340	ASPL0000074017	AN4753
Afu4g04030	ASPL0000066633	AN7044
Afu1g17040	ASPL0000062010	AN0628
Afu5g14060	ASPL0000036068	AN2687
Afu4g09410	ASPL0000065670	AN11016
Afu7g00390	ASPL0000017124	AN8089
Afu8g05760	ASPL0000046972	AN1563
Afu2g02030	ASPL0000046430	AN8982
Afu6g13470	ASPL0000010064	AN10421
Afu3g07720	ASPL0000073147	AN4866
Afu5g11110	ASPL0000062708	AN0193
Afu6g07730	ASPL0000042774	AN1920
Afu6g14630	ASPL0000000181	AN5945
Afu5g08290	ASPL0000066083	AN7708
Afu2g04060	ASPL0000029141	AN5228
Afu8g01700	ASPL0000034047	AN2800
Afu7g01450	ASPL0000045632	AN1748
Afu8g00750	ASPL0000033547	AN8357
Afu7g05080	ASPL0000028695	AN8426
Afu3g01490	ASPL0000030390	AN8552
Afu1g05550	ASPL0000015717	AN4077
Afu6g04980	ASPL0000006224	AN6520
Afu5g09310	ASPL0000060775	AN1133
Afu1g06910	ASPL0000030964	AN5727
Afu1g07130	ASPL0000028445	AN10652
Afu4g13860	ASPL0000052417	AN10024
Afu3g10290	ASPL0000074455	AN4958
Afu1g04750	ASPL0000057491	AN0453
Afu2g09130	ASPL0000001862	AN6077
Afu7g04170	ASPL0000032531	AN5691
Afu2g13020	ASPL0000006299	AN6254
Afu8g07030	ASPL0000063797	AN7639
Afu3g10190	ASPL0000076657	AN10610
Afu1g13320	ASPL0000057234	AN0672
Afu3g14100	ASPL0000043416	AN2499
Afu1g05860	ASPL0000014176	AN4104
Afu3g05520	ASPL0000035185	AN3452
Afu3g10120	ASPL0000075189	AN4976
Afu1g02700	ASPL0000062736	AN0304
Afu2g16610	ASPL0000068452	AN7324
Afu3g10540	ASPL0000071345	AN4934
Afu2g12900	ASPL0000062920	AN0232
Afu2g06200	ASPL0000069518	AN7440
Afu1g09120	ASPL0000016101	AN4124
Afu1g16190	ASPL0000055196	AN0933
Afu4g04560	ASPL0000068962	AN10882
Afu5g07470	ASPL0000067946	AN7770
Afu7g00640	ASPL0000004407	AN6746
Afu1g12560	ASPL0000059822	AN1041
Afu6g02360	ASPL0000076855	AN8697
Afu7g02320	ASPL0000035784	AN9082
Afu2g17930	ASPL0000046169	AN11685
Afu7g06650	ASPL0000064331	AN7233
Afu1g01220	ASPL0000015177	AN3486
Afu3g03390	ASPL0000002158	AN6239
Afu7g06410	ASPL0000050973	AN10274
Afu1g07070	ASPL0000029392	pho80
Afu2g09640	ASPL0000000211	AN6049
Afu3g01330	ASPL0000033451	AN8496
Afu1g11780	ASPL0000057658	AN1116
Afu2g04080	ASPL0000028397	AN5226
Afu2g15430	ASPL0000067172	AN7590
Afu4g13560	ASPL0000026973	AN5638
Afu6g11600	ASPL0000053553	AN1285
Afu4g08710	ASPL0000051473	AN1677
Afu2g03020	ASPL0000073539	AN4524
Afu4g12240	ASPL0000015489	AN3656
Afu5g03330	ASPL0000067608	AN7517
Afu3g00640	ASPL0000014316	AN7939
Afu2g01280	ASPL0000063769	AN7663
Afu2g11440	ASPL0000004629	AN5872
Afu1g10530	ASPL0000056498	AN1227
Afu8g02270	ASPL0000047650	AN9012
Afu8g06830	ASPL0000047347	AN1602
Afu2g10330	ASPL0000001876	AN5949
Afu3g10830	ASPL0000073429	gstA
Afu4g12340	ASPL0000010445	AN3663
Afu2g17320	ASPL0000068202	AN7535
Afu7g03700	ASPL0000015954	AN11072
Afu2g15640	ASPL0000068016	AN7615
Afu8g05350	ASPL0000049491	AN1526
Afu6g13610	ASPL0000063867	AN7401
Afu5g14050	ASPL0000040500	AN2688
Afu4g01210	ASPL0000034039	AN9206
Afu5g09600	ASPL0000078330	AN8801
Afu8g05910	ASPL0000038223	AN3337
Afu7g02080	ASPL0000038957	AN9102
Afu4g00610	ASPL0000032264	AN8329
Afu4g04600	ASPL0000067318	AN10879
Afu3g09030	ASPL0000037267	suAprgA1
Afu3g08090	ASPL0000038850	AN2926
Afu3g12320	ASPL0000041214	AN3084
Afu3g10100	ASPL0000075947	AN4978
Afu5g03110	ASPL0000009975	AN11053
Afu5g06010	ASPL0000076897	AN8824
Afu5g09810	ASPL0000032441	AN8523
Afu5g07300	ASPL0000042707	AN10278
Afu5g10320	ASPL0000041032	AN9220
Afu6g11620	ASPL0000054518	AN0495
Afu5g11850	ASPL0000052999	AN10018
Afu4g13550	ASPL0000030360	AN5637
Afu6g08810	ASPL0000043508	AN10229
Afu6g10610	ASPL0000049274	AN2440
Afu3g08880	ASPL0000036574	AN3024
Afu6g05080	ASPL0000006229	AN6512
Afu5g03340	ASPL0000014328	AN8202
Afu4g11550	ASPL0000026401	AN5580
Afu3g07570	ASPL0000071635	AN4854
Afu5g02280	ASPL0000015063	AN3883
Afu4g03160	ASPL0000063443	AN7184
Afu8g00510	ASPL0000037641	AN3394
Afu6g12550	ASPL0000016396	AN3690
Afu1g04010	ASPL0000016422	AN4036
Afu3g13310	ASPL0000037171	AN3173
Afu5g05820	ASPL0000074123	AN8843
Afu1g15530	ASPL0000060771	lamB
Afu4g04280	ASPL0000068326	AN10880
Afu4g12840	ASPL0000011585	AN3593
Afu2g15850	ASPL0000049334	AN2166
Afu7g04500	ASPL0000017044	AN3748
Afu5g00730	ASPL0000047024	AN8941
Afu3g09090	ASPL0000035292	AN3039
Afu5g03570	ASPL0000012808	AN8225
Afu6g12940	ASPL0000031230	AN5524
Afu5g07800	ASPL0000065568	AN7749
Afu6g07040	ASPL0000030052	AN5174
Afu4g03880	ASPL0000069390	AN7107
Afu6g06450	ASPL0000028212	AN10708
Afu4g06300	ASPL0000075329	AN4333
Afu5g03730	ASPL0000014573	AN8237
Afu5g03200	ASPL0000011629	AN8192
Afu6g08860	ASPL0000043604	AN1744
Afu2g12160	ASPL0000000995	AN6309
Afu4g05870	ASPL0000013842	AN3679
Afu1g05710	ASPL0000015673	AN4093
Afu6g10540	ASPL0000045863	AN10304
Afu1g06840	ASPL0000032086	AN5720
Afu3g14560	ASPL0000045416	AN2531
Afu6g04790	ASPL0000006553	AN6547
Afu7g05320	ASPL0000004747	AN6682
Afu5g00640	ASPL0000042039	AN2577
Afu1g16910	ASPL0000028064	AN8459
Afu1g13180	ASPL0000060453	AN0657
Afu5g03600	ASPL0000014014	AN11060
Afu5g09970	ASPL0000048327	AN10287
Afu5g02310	ASPL0000015958	AN8028
Afu1g10580	ASPL0000055929	AN1217
Afu5g03100	ASPL0000011657	AN8184
Afu4g00930	ASPL0000034832	AN3231
Afu1g04370	ASPL0000051943	AN0461
Afu4g06800	ASPL0000073519	AN4389
Afu4g13710	ASPL0000031152	AN5663
Afu5g02150	ASPL0000016870	AN8054
Afu5g02390	ASPL0000015006	AN8018
Afu4g08470	ASPL0000043270	AN1701
Afu2g15950	ASPL0000043812	AN2157
Afu6g08870	ASPL0000049147	AN1745
Afu5g08690	ASPL0000071699	AN4707
Afu6g07990	ASPL0000011493	AN3958
Afu2g00760	ASPL0000066968	AN7646
Afu2g04570	ASPL0000044847	AN2060
Afu1g07530	ASPL0000033090	AN5122
Afu6g04070	ASPL0000001702	AN6597
Afu3g10400	ASPL0000077277	AN4947
Afu5g03850	ASPL0000010836	AN11063
Afu4g04320	ASPL0000063927	AN7012
Afu4g08550	ASPL0000046944	AN1694
Afu1g13170	ASPL0000054141	sepM
Afu4g09890	ASPL0000051754	AN1855
Afu1g13950	ASPL0000038354	AN9127
Afu7g03930	ASPL0000042120	AN2188
Afu1g13340	ASPL0000052226	AN0674
Afu6g14230	ASPL0000029569	AN5342
Afu5g12490	ASPL0000031941	AN5292
Afu2g01740	ASPL0000072673	AN4645
Afu6g10740	ASPL0000048353	AN2430
Afu7g04660	ASPL0000012682	AN3757
Afu2g14040	ASPL0000005385	AN6367
Afu3g10270	ASPL0000072075	AN4960
Afu1g07600	ASPL0000033104	AN5114
Afu4g13150	ASPL0000013479	AN4161
Afu7g04680	ASPL0000057364	AN9329
Afu8g05090	ASPL0000047612	AN1506
Afu6g04700	ASPL0000000644	hisB
Afu3g11630	ASPL0000037008	AN2883
Afu4g10370	ASPL0000049050	AN1999
Afu5g03540	ASPL0000018063	trxB
Afu3g14410	ASPL0000049910	AN2522
Afu4g08660	ASPL0000050411	AN1683
Afu3g14280	ASPL0000049918	AN2514
Afu4g08880	ASPL0000045178	AN10222
Afu3g05420	ASPL0000039532	AN3461
Afu2g15190	ASPL0000069000	AN7588
Afu7g01700	ASPL0000035207	AN11178
Afu1g09300	ASPL0000061719	AN1356
Afu4g10800	ASPL0000048771	AN1964
Afu1g06270	ASPL0000010060	AN4228
Afu3g06410	ASPL0000075453	AN4757
Afu8g02850	ASPL0000045321	AN11139
Afu7g02490	ASPL0000034424	AN9062
Afu5g02910	ASPL0000018325	napB
Afu2g08600	ASPL0000000755	AN6139
Afu2g17660	ASPL0000068136	AN7797
Afu6g06380	ASPL0000028437	AN5789
Afu6g10790	ASPL0000007059	AN6387
Afu5g12140	ASPL0000059744	AN0088
Afu5g06570	ASPL0000045514	AN2257
Afu1g15360	ASPL0000060211	AN0876
Afu4g07110	ASPL0000072279	AN4416
Afu3g15030	ASPL0000051275	AN2559
Afu1g02090	ASPL0000064107	AN7194
Afu7g01930	ASPL0000036103	esdC
Afu2g05810	ASPL0000064661	AN7470
Afu5g02060	ASPL0000012303	AN11040
Afu2g08250	ASPL0000006955	AN6792
Afu3g11570	ASPL0000039359	AN2889
Afu1g15350	ASPL0000057028	AN0875
Afu3g08940	ASPL0000034023	AN3019
Afu1g11090	ASPL0000053571	AN1170
Afu3g07360	ASPL0000078140	AN4842
Afu4g03390	ASPL0000064865	AN10902
Afu7g01480	ASPL0000035696	AN3411
Afu5g11210	ASPL0000062221	AN0183
Afu4g08650	ASPL0000045955	AN1684
Afu6g11160	ASPL0000061206	AN0579
Afu2g15060	ASPL0000068354	AN7578
Afu6g06440	ASPL0000030334	AN5784
Afu6g04890	ASPL0000000648	AN6528
Afu3g09390	ASPL0000039689	AN3064
Afu2g00150	ASPL0000017420	AN3537
Afu4g09810	ASPL0000045253	AN1860
Afu5g07500	ASPL0000029328	AN5422
Afu6g14300	ASPL0000041724	AN8967
Afu2g16890	ASPL0000068206	AN7293
Afu7g04470	ASPL0000014180	AN3750
Afu3g09280	ASPL0000035265	AN3055
Afu3g02380	ASPL0000060533	AN9362
Afu4g07120	ASPL0000075865	AN4415
Afu1g11120	ASPL0000052168	AN1167
Afu5g13380	ASPL0000001078	AN6896
Afu6g00510	ASPL0000075939	AN8628
Afu8g02820	ASPL0000045765	AN8876
Afu8g04380	ASPL0000047933	AN1450
Afu5g09070	ASPL0000073449	AN4671
Afu6g12440	ASPL0000014196	AN3726
Afu2g03740	ASPL0000013004	AN3812
Afu5g13130	ASPL0000007551	AN6866
Afu6g10280	ASPL0000063429	AN7192
Afu8g06880	ASPL0000036173	AN3390
Afu2g00810	ASPL0000027185	AN10683
Afu2g14540	ASPL0000038860	AN3046
Afu2g16920	ASPL0000069522	AN7289
Afu4g10190	ASPL0000046654	AN2013
Afu1g12640	ASPL0000062153	AN1049
Afu1g05070	ASPL0000040794	AN2735
Afu5g03520	ASPL0000016902	AN11058
Afu5g14770	ASPL0000063209	pcrA
Afu8g07330	ASPL0000050407	AN2037
Afu2g14940	ASPL0000063383	AN7565
Afu2g14800	ASPL0000068810	devR
Afu2g11040	ASPL0000001660	AN5906
Afu6g04970	ASPL0000044746	AN10298
Afu5g09090	ASPL0000075761	AN4669
Afu8g06030	ASPL0000048275	AN1604
Afu2g15740	ASPL0000045879	AN2177
Afu2g15930	ASPL0000049341	AN2158
Afu6g02570	ASPL0000070521	AN8721
Afu3g08790	ASPL0000040224	AN3015
Afu3g05840	ASPL0000038712	AN3427
Afu1g01890	ASPL0000053998	AN0370
Afu5g11070	ASPL0000061328	arcA
Afu6g13320	ASPL0000029499	AN5481
Afu6g12750	ASPL0000015350	AN10465
Afu6g06570	ASPL0000030120	AN10711
Afu4g03870	ASPL0000065775	AN7106
Afu4g04210	ASPL0000069616	AN7035
Afu3g06550	ASPL0000070691	AN10593
Afu1g15920	ASPL0000055764	AN0927
Afu4g05850	ASPL0000075095	AN4294
Afu6g10230	ASPL0000067884	AN7187
Afu5g00670	ASPL0000035320	AN2804
Afu1g06650	ASPL0000027491	AN10714
Afu4g09800	ASPL0000050771	AN1861
Afu6g13450	ASPL0000068634	AN7367
Afu6g04810	ASPL0000007317	AN6549
Afu6g10060	ASPL0000045592	AN2126
Afu5g02030	ASPL0000011699	AN8045
Afu6g03010	ASPL0000072967	AN11112
Afu2g16800	ASPL0000066591	AN7302
Afu3g04190	ASPL0000061901	AN9405
Afu5g05460	ASPL0000077951	AN8869
Afu7g06770	ASPL0000032891	AN8339
Afu3g11300	ASPL0000078348	AN4869
Afu6g12990	ASPL0000029714	AN5520
Afu5g08510	ASPL0000077889	AN4664
Afu7g04540	ASPL0000007976	AN6274
Afu1g06570	ASPL0000014062	AN4251
Afu8g05000	ASPL0000045672	AN1498
Afu8g06570	ASPL0000001832	AN6093
Afu4g13750	ASPL0000009335	pepJ
Afu1g16040	ASPL0000044045	AN9023
Afu4g06260	ASPL0000074569	AN4331
Afu5g02580	ASPL0000015659	AN8001
Afu4g07040	ASPL0000071559	AN4422
Afu6g07570	ASPL0000049427	AN1907
Afu6g05070	ASPL0000002066	AN6513
Afu1g11800	ASPL0000062836	AN1114
Afu4g03100	ASPL0000044057	AN2474
Afu3g14960	ASPL0000037905	AN3191
Afu7g00360	ASPL0000003882	AN6398
Afu8g02440	ASPL0000046123	AN8907
Afu7g05380	ASPL0000003165	AN6689
Afu4g13180	ASPL0000010353	AN4164
Afu3g15010	ASPL0000048289	AN2561
Afu1g14380	ASPL0000052798	AN10122
Afu4g11160	ASPL0000032992	cdc31
Afu7g05900	ASPL0000008431	AN6729
Afu1g15830	ASPL0000061603	AN0919
Afu1g01630	ASPL0000015909	AN8060
Afu5g12840	ASPL0000003151	AN6840
Afu5g03660	ASPL0000015970	AN11056
Afu4g13450	ASPL0000044188	AN1957
Afu6g10090	ASPL0000066491	AN9514
Afu8g01810	ASPL0000064509	AN7403
Afu4g07880	ASPL0000011545	AN3851
Afu5g05840	ASPL0000077721	AN8842
Afu2g00680	ASPL0000000889	AN6472
Afu2g17890	ASPL0000055551	AN11208
Afu6g04040	ASPL0000008533	AN10841
Afu1g03660	ASPL0000010429	AN4025
Afu5g11190	ASPL0000060104	AN0186
Afu2g03760	ASPL0000012150	AN3810
Afu4g03450	ASPL0000058365	AN9322
Afu1g16820	ASPL0000058827	AN0643
Afu3g08550	ASPL0000039868	AN2987
Afu2g02600	ASPL0000070675	AN4551
Afu3g11760	ASPL0000006146	AN6774
Afu1g06150	ASPL0000013225	AN4217
Afu1g16320	ASPL0000051947	AN10129
Afu4g00830	ASPL0000046099	AN8915
Afu6g03050	ASPL0000066189	AN7204
Afu1g11990	ASPL0000058643	AN10157
Afu1g10950	ASPL0000058945	AN1179
Afu2g14740	ASPL0000066529	AN7548
Afu4g13070	ASPL0000035838	AN3006
Afu2g05940	ASPL0000069058	AN7457
Afu5g13470	ASPL0000002010	AN6902
Afu6g12740	ASPL0000011621	AN3712
Afu5g09790	ASPL0000030494	AN8528
Afu1g06640	ASPL0000030132	AN10703
Afu7g00700	ASPL0000051701	AN10217
Afu2g13390	ASPL0000001868	AN6220
Afu2g08820	ASPL0000002198	AN6116
Afu4g08350	ASPL0000045285	AN1721
Afu1g11380	ASPL0000000700	AN6413
Afu7g01720	ASPL0000027093	hlyA
Afu4g01200	ASPL0000038111	AN9207
Afu6g11820	ASPL0000051651	AN2356
Afu3g11450	ASPL0000040111	AN2899
Afu5g03690	ASPL0000012804	AN8233
Afu3g12380	ASPL0000039113	AN3089
Afu3g12160	ASPL0000072131	AN5048
Afu1g12300	ASPL0000052746	AN1062
Afu3g10740	ASPL0000074235	AN4915
Afu8g04710	ASPL0000048251	AN1477
Afu6g10330	ASPL0000066888	spgA
Afu5g15030	ASPL0000076367	AN10571
Afu6g10210	ASPL0000007262	AN6815
Afu2g02340	ASPL0000071151	AN4617
Afu2g09210	ASPL0000000977	AN6083
Afu2g12390	ASPL0000001520	mobA
Afu2g01850	ASPL0000073479	AN4647
Afu5g11420	ASPL0000056410	AN0159
Afu2g09470	ASPL0000001028	AN6059
Afu6g13680	ASPL0000032659	AN5405
Afu3g06680	ASPL0000075425	AN4781
Afu5g13570	ASPL0000000571	AN6909
Afu4g10080	ASPL0000044867	AN2044
Afu6g07530	ASPL0000028403	AN5218
Afu6g12650	ASPL0000009452	AN10454
Afu4g11200	ASPL0000028278	AN5615
Afu6g08780	ASPL0000050823	prnX
Afu3g06980	ASPL0000075781	AN4804
Afu1g11560	ASPL0000052022	AN1140
Afu3g07240	ASPL0000077335	AN4832
Afu5g03670	ASPL0000011984	AN8231
Afu4g12710	ASPL0000015233	AN3605
Afu3g09610	ASPL0000035247	AN3071
Afu5g05950	ASPL0000072529	ampB
Afu1g11460	ASPL0000059503	AN10150
Afu5g12150	ASPL0000056601	AN0087
Afu4g10810	ASPL0000043135	AN1963
Afu2g14960	ASPL0000064021	AN7567
Afu2g01630	ASPL0000067130	AN10983
Afu6g01990	ASPL0000071029	AN8668
Afu2g11590	ASPL0000003371	AN10777
Afu3g14520	ASPL0000048333	AN2529
Afu6g01940	ASPL0000077529	AN8664
Afu7g00410	ASPL0000011985	AN8088
Afu2g15790	ASPL0000048419	AN2172
Afu3g08540	ASPL0000035432	AN2986
Afu2g07600	ASPL0000006949	AN5819
Afu2g16760	ASPL0000064131	AN7305
Afu6g09960	ASPL0000038536	cetL
Afu6g06750	ASPL0000027505	AN5744
Afu4g14630	ASPL0000003774	AN5846
Afu2g01030	ASPL0000043995	AN8899
Afu5g13160	ASPL0000001680	AN6871
Afu6g03480	ASPL0000011009	AN3495
Afu3g07970	ASPL0000035992	AN2961
Afu1g10100	ASPL0000053944	AN10169
Afu2g12070	ASPL0000004669	AN6218
Afu6g11270	ASPL0000058993	AN0571
Afu2g01110	ASPL0000068950	AN10989
Afu5g07040	ASPL0000044214	AN2212
Afu1g05760	ASPL0000017669	AN4101
Afu1g14350	ASPL0000017828	AN3889
Afu6g07700	ASPL0000046221	AN10240
Afu1g14540	ASPL0000059298	AN0784
Afu1g01550	ASPL0000032258	AN8337
Afu7g01540	ASPL0000034532	AN3418
Afu4g09820	ASPL0000043562	AN1859
Afu6g06460	ASPL0000029628	AN5782
Afu2g12310	ASPL0000005664	AN6295
Afu6g07740	ASPL0000048457	pexK
Afu1g12980	ASPL0000058815	AN1021
Afu1g10640	ASPL0000055371	AN1223
Afu4g04230	ASPL0000065991	AN7026
Afu7g04360	ASPL0000012903	AN4186
Afu6g10760	ASPL0000006825	AN9497
Afu6g09140	ASPL0000050054	AN1763
Afu5g10910	ASPL0000055132	AN0227
Afu8g04820	ASPL0000043636	AN1486
Afu6g01960	ASPL0000078312	AN8666
Afu8g04550	ASPL0000047680	AN10197
Afu2g17430	ASPL0000014162	AN4120
Afu5g02870	ASPL0000013924	AN8163
Afu5g07420	ASPL0000012915	AN3951
Afu1g13260	ASPL0000054697	AN0665
Afu3g08480	ASPL0000034127	AN2982
Afu1g13460	ASPL0000055782	AN0685
Afu8g02600	ASPL0000047603	AN8896
Afu6g14190	ASPL0000026821	AN5345
Afu2g07540	ASPL0000000230	AN5814
Afu2g08580	ASPL0000007180	AN6141
Afu3g09800	ASPL0000072655	AN5007
Afu1g07650	ASPL0000030618	AN5109
Afu5g07870	ASPL0000067330	AN7744
Afu1g00920	ASPL0000074287	AN4657
Afu3g10580	ASPL0000074219	AN4931
Afu5g07950	ASPL0000064213	AN7737
Afu1g13050	ASPL0000062000	AN0644
Afu7g03780	ASPL0000015049	AN10537
Afu5g03000	ASPL0000014894	AN8173
Afu3g10770	ASPL0000077005	AN4912
Afu6g07250	ASPL0000026498	AN5191
Afu3g08950	ASPL0000037329	AN3018
Afu4g08040	ASPL0000015781	AN3842
Afu2g11020	ASPL0000002533	AN5908
Afu6g14140	ASPL0000029557	AN5350
Afu6g02660	ASPL0000075643	AN8724
Afu2g07410	ASPL0000007525	swoK
Afu2g11480	ASPL0000006371	AN5868
Afu2g05560	ASPL0000065793	AN10955
Afu5g03640	ASPL0000014583	AN8229
Afu6g04560	ASPL0000002338	AN6564
Afu1g17700	ASPL0000038480	AN3400
Afu1g06360	ASPL0000012346	AN10523
Afu2g12010	ASPL0000007397	AN10784
Afu2g09780	ASPL0000003487	AN6038
Afu1g01300	ASPL0000068856	AN7279
Afu1g06610	ASPL0000028010	AN5703
Afu2g15480	ASPL0000068044	AN7607
Afu4g06000	ASPL0000071039	AN4308
Afu7g02240	ASPL0000034624	AN9089
Afu7g06920	ASPL0000074771	AN4608
Afu3g02550	ASPL0000044061	AN9015
Afu1g15870	ASPL0000054673	AN0923
Afu4g07550	ASPL0000078218	AN4461
Afu1g02020	ASPL0000053508	AN0360
Afu4g06030	ASPL0000073057	AN4311
Afu7g05300	ASPL0000003836	AN6680
Afu3g08110	ASPL0000039705	AN2928
Afu5g08190	ASPL0000069724	AN7717
Afu6g09950	ASPL0000065073	AN10945
Afu5g02210	ASPL0000014976	AN8034
Afu6g00390	ASPL0000027335	AN5193
Afu2g11450	ASPL0000008553	AN5871
Afu2g04460	ASPL0000042527	AN1873
Afu2g09700	ASPL0000007495	AN6045
Afu5g13410	ASPL0000001940	AN6898
Afu2g00850	ASPL0000043900	AN2026
Afu1g09600	ASPL0000054819	AN1328
Afu1g03430	ASPL0000059908	AN0258
Afu4g10750	ASPL0000046257	AN1969
Afu6g06640	ASPL0000030344	AN5768
Afu4g10700	ASPL0000051665	AN10241
Afu2g09360	ASPL0000029168	AN10670
Afu1g07580	ASPL0000026322	AN5116
Afu6g09200	ASPL0000051073	AN1781
Afu1g04575	ASPL0000060663	AN0438
Afu6g02110	ASPL0000080307	AN8676
Afu5g01210	ASPL0000018334	AN8162
Afu3g10940	ASPL0000072577	AN4899
Afu3g14270	ASPL0000045466	AN2515
Afu2g16710	ASPL0000068464	AN7308
Afu8g00980	ASPL0000044003	AN2597
Afu5g11140	ASPL0000053325	AN0190
Afu2g05330	ASPL0000068640	AN7510
Afu3g10140	ASPL0000074441	AN4974
Afu3g02970	ASPL0000067048	AN7515
Afu3g10200	ASPL0000077491	AN10620
Afu2g02830	ASPL0000075811	AN4538
Afu5g05730	ASPL0000076381	AN8849
Afu5g02000	ASPL0000048193	AN2121
Afu2g12970	ASPL0000007994	AN6258
Afu6g02600	ASPL0000074171	AN8720
Afu7g00720	ASPL0000032637	AN8443
Afu6g06510	ASPL0000026927	AN5777
Afu3g05760	ASPL0000037883	AN3433
Afu3g08760	ASPL0000034428	AN3010
Afu3g14020	ASPL0000045019	AN2492
Afu6g07130	ASPL0000030042	AN5182
Afu1g09730	ASPL0000056068	AN1292
Afu1g11710	ASPL0000057044	AN1122
Afu4g03090	ASPL0000048645	AN2473
Afu2g15600	ASPL0000064907	AN7608
Afu5g14000	ASPL0000039706	AN2694
Afu5g09740	ASPL0000033752	AN8535
Afu1g07280	ASPL0000030586	AN5141
Afu4g14210	ASPL0000075655	AN8601
Afu6g03970	ASPL0000000370	AN6616
Afu2g17810	ASPL0000015573	AN7877
Afu5g06930	ASPL0000016996	AN10426
Afu3g12340	ASPL0000034167	AN3086
Afu3g06670	ASPL0000071075	AN4780
Afu3g10780	ASPL0000072625	AN4911
Afu1g14300	ASPL0000059306	AN0768
Afu6g08740	ASPL0000042613	AN1734
Afu4g12780	ASPL0000014184	AN3599
Afu7g01050	ASPL0000075645	AN8716
Afu1g11760	ASPL0000052579	AN1118
Afu2g15890	ASPL0000047456	AN2162
Afu6g11290	ASPL0000062181	AN0572
Afu7g00120	ASPL0000002204	aptB
Afu2g12130	ASPL0000003381	AN6312
Afu2g10790	ASPL0000008337	AN5927
Afu8g02040	ASPL0000035167	AN2626
Afu7g04610	ASPL0000010341	AN10456
Afu2g05590	ASPL0000069720	AN7491
Afu5g12880	ASPL0000008114	AN6825
Afu6g04590	ASPL0000005620	AN6561
Afu6g13060	ASPL0000029447	AN10689
Afu5g06670	ASPL0000045518	AN2249
Afu2g03990	ASPL0000013521	AN3791
Afu6g13830	ASPL0000038736	AN3312
Afu2g10760	ASPL0000001612	AN5930
Afu1g16970	ASPL0000061433	AN0634
Afu5g03410	ASPL0000015420	AN3779
Afu1g12280	ASPL0000058965	nup57
Afu1g09950	ASPL0000054980	AN1272
Afu2g17840	ASPL0000007375	AN6418
Afu4g08940	ASPL0000050447	AN1667
Afu1g11150	ASPL0000057198	AN1165
Afu6g08800	ASPL0000046231	AN10232
Afu6g07930	ASPL0000010329	AN4172
Afu5g14250	ASPL0000069236	AN7782
Afu7g02610	ASPL0000040097	AN11162
Afu4g06390	ASPL0000072483	AN4352
Afu2g16120	ASPL0000044520	AN2140
Afu8g07000	ASPL0000051465	AN1820
Afu8g07000	ASPL0000049625	AN11682
Afu5g11230	ASPL0000059035	rasA
Afu1g15840	ASPL0000056661	AN0920
Afu4g11580	ASPL0000032078	sodB
Afu3g05410	ASPL0000035902	AN3462
Afu3g14810	ASPL0000060725	AN9274
Afu8g05440	ASPL0000049483	AN1534
Afu1g02850	ASPL0000063070	AN0275
Afu6g13520	ASPL0000031491	AN5444
Afu2g18030	ASPL0000003481	catC
Afu1g09190	ASPL0000057006	AN1368
Afu1g03210	ASPL0000052812	flbD
Afu5g08530	ASPL0000070661	AN4666
Afu5g12180	ASPL0000058693	AN0084
Afu2g04590	ASPL0000050345	AN2061
Afu2g14220	ASPL0000002693	AN6345
Afu4g05860	ASPL0000072235	AN4297
Afu1g17070	ASPL0000058841	AN0627
Afu6g12900	ASPL0000032056	AN10686
Afu7g04090	ASPL0000030914	AN10713
Afu7g00340	ASPL0000044268	AN1826
Afu2g11290	ASPL0000006339	AN5884
Afu2g14970	ASPL0000067804	AN7568
Afu5g13120	ASPL0000002569	AN6865
Afu5g11930	ASPL0000053720	AN0109
Afu5g08650	ASPL0000078194	AN4711
Afu2g10880	ASPL0000005780	AN5921
Afu3g07890	ASPL0000036022	AN2953
Afu3g12710	ASPL0000037064	AN3114
Afu1g06970	ASPL0000032691	AN5163
Afu1g04430	ASPL0000055058	AN10090
Afu3g08740	ASPL0000035133	AN3004
Afu1g15020	ASPL0000060615	AN0843
Afu3g15170	ASPL0000042424	AN9038
Afu7g04650	ASPL0000017034	AN3756
Afu1g10570	ASPL0000052908	AN1216
Afu5g08420	ASPL0000063969	shoA
Afu4g14570	ASPL0000055861	mdpF
Afu4g14680	ASPL0000037513	AN2957
